,H1-PelletTriflic-Fl-R1,H1-PelletTriflic-Fl-R2,H1-PelletTriflic-Fl-R3,H1-SonicSupTriflic-V2-R1,H1-SonicSupTriflic-V2-R2,H1-SonicSupTriflic-V2-R3,H1-wholetriflic-R1,H1-wholetriflic-R2,H1-wholetriflic-R3
52337459,11,7,7,15,17,18,5,5,3
52340286,4,2,4,13,22,23,15,6,8
52348752,6,4,3,8,11,9,5,8,5
52349055,4,2,0,0,0,0,0,0,4
52357692,0,0,0,0,0,0,1,0,3
52358597,0,0,0,2,4,0,0,0,0
52359978,0,0,0,5,2,5,0,0,0
52360146,12,14,10,17,18,14,5,4,2
52372481,8,7,7,0,0,0,7,6,7
52385306,4,3,7,0,0,0,4,4,4
52390684,4,0,0,0,0,0,3,0,0
52395901,3,0,2,0,0,0,0,0,0
52395927,0,1,0,0,0,3,0,2,1
52401874,15,8,7,9,12,9,17,13,13
52402474,1,2,4,42,52,42,7,5,6
52404948,18,23,15,0,0,0,10,13,7
52407265,20,12,13,12,13,10,2,0,0
52410499,0,2,0,0,0,0,1,2,1
52418710,5,4,4,0,0,0,3,4,4
52420381,2,2,3,0,0,0,6,5,6
52436684,32,29,37,35,37,47,33,29,28
52441614,16,15,15,30,23,21,16,20,16
52455810,0,0,0,3,0,0,0,0,0
52461390,2,2,3,0,0,0,6,5,6
52463248,48,46,50,73,56,59,69,63,57
52469697,27,21,31,43,32,32,22,21,20
52471599,3,4,7,0,0,0,7,10,8
52479037,10,12,10,0,0,0,22,17,18
52481957,3,4,6,0,0,0,3,0,1
52484917,0,2,1,0,0,0,5,3,1
52486288,0,0,0,17,15,14,0,0,0
52491895,2,2,2,0,0,0,4,4,5
52500664,3,2,3,0,0,0,0,0,0
52507170,13,10,10,20,13,19,10,6,8
52517748,5,6,2,0,0,0,2,3,2
52543027,4,0,0,0,0,0,4,3,4
52545436,18,27,13,17,12,10,0,0,0
52555087,4,3,7,0,0,0,8,5,6
52557632,0,0,0,5,3,4,4,7,4
52567987,4,7,5,0,0,0,5,6,6
52572378,6,8,8,12,10,10,8,4,5
52573836,4,7,4,3,4,4,5,0,0
52576745,3,4,6,0,0,0,3,0,1
52580463,7,6,7,7,6,6,4,5,2
52585729,6,9,10,0,0,0,10,9,7
52628294,14,12,13,7,10,8,14,16,11
52640456,0,0,0,0,0,0,6,0,2
52657363,4,4,4,0,0,0,0,0,0
52660526,4,0,0,0,0,0,5,3,6
52662078,0,0,0,0,0,0,4,11,7
52664889,11,14,12,0,0,0,10,10,11
52669208,0,0,0,0,0,0,9,9,7
52671280,4,4,6,7,8,9,5,6,7
52677378,11,8,4,0,0,0,8,8,6
52677407,5,5,5,8,10,7,14,5,7
52678061,4,5,0,0,0,0,0,0,0
52682777,6,6,4,0,0,0,2,2,2
52689644,9,7,4,0,0,0,0,6,0
52691110,0,0,0,7,6,6,0,0,0
52708391,0,3,5,4,5,5,0,0,0
52716771,5,4,5,0,0,0,7,3,2
52752455,1,0,0,9,7,9,8,6,4
52752633,2,2,3,0,0,0,6,5,6
52758199,0,0,0,5,4,5,1,1,1
52765191,7,7,6,0,0,0,3,4,5
52776694,0,3,1,0,0,0,0,0,0
52778456,22,13,14,27,41,39,28,40,27
52781119,0,0,0,2,3,2,0,0,0
52783963,28,27,29,11,13,9,32,33,36
52821447,4,6,6,8,9,8,6,7,7
52854964,4,5,3,0,0,0,4,7,6
52883209,5,2,4,0,2,2,3,6,4
52908245,2,2,0,0,0,0,4,4,5
52919310,34,34,30,105,100,103,31,33,31
52920751,10,12,7,6,5,5,5,10,6
52920879,43,42,41,45,44,35,23,30,24
52924567,3,0,3,0,0,0,0,0,0
52929978,7,8,6,0,0,0,8,4,0
52931966,18,16,21,6,2,0,23,26,24
52933791,0,0,0,13,10,11,0,0,0
52935078,0,0,0,2,4,0,0,0,0
52940783,4,1,0,14,16,15,5,9,5
52940977,9,13,12,2,0,0,17,19,14
52942757,6,8,7,24,23,24,9,8,6
52944288,0,2,3,119,129,130,3,2,4
52950876,1,3,2,9,7,8,0,0,1
52959151,5,6,6,4,8,7,5,6,4
52959366,29,35,33,15,16,17,13,5,5
52959674,3,2,4,0,0,0,0,3,0
52965208,7,6,9,4,0,3,7,3,2
52965399,9,14,19,0,0,0,13,16,14
52965965,31,28,41,0,0,0,39,37,39
52973857,4,0,0,0,0,0,0,0,0
52977992,0,0,3,3,0,0,0,3,4
52988764,0,0,0,20,26,23,2,0,1
53007836,3,1,3,0,0,0,2,2,3
53022701,2,2,0,37,37,34,12,11,12
53033061,2,2,3,0,0,0,6,5,6
53043520,7,6,10,2,3,2,9,9,9
53046930,10,10,8,0,0,0,8,11,8
53048349,14,12,11,21,28,31,41,38,28
53051807,0,2,1,0,0,0,0,2,1
53051959,4,2,3,3,6,2,1,1,1
53072051,11,13,16,0,0,0,10,16,12
53072938,4,3,5,0,0,0,1,3,4
53079849,0,0,2,3,5,5,2,3,2
53112960,0,0,0,17,19,19,0,0,0
53113770,0,0,0,2,4,4,0,1,3
53133412,0,0,1,8,5,4,0,0,0
53137776,35,35,27,4,0,0,24,25,23
53139604,2,2,3,0,0,0,6,5,6
53145305,0,0,0,1,7,1,0,0,0
53146391,12,12,14,26,22,21,9,13,10
53165732,3,2,3,0,0,0,0,0,0
53170346,0,0,0,5,5,3,0,0,0
53190058,4,3,5,0,0,0,1,3,4
53190795,3,2,4,50,37,42,0,0,0
53195025,7,3,5,0,0,0,0,0,0
53210287,0,0,0,3,7,10,0,0,0
53213339,0,0,0,2,1,1,0,0,0
53231316,0,0,0,13,6,14,0,0,0
53240084,2,0,0,0,0,0,0,0,0
53253969,39,42,43,0,0,0,14,13,15
53258242,0,0,2,7,0,0,0,3,4
53265952,21,14,16,22,17,15,22,20,14
53266045,6,6,7,12,11,10,6,4,5
53270990,5,11,11,11,11,9,7,4,3
53273454,4,3,2,0,0,0,5,6,3
53277742,3,5,5,0,0,0,0,0,0
53304593,43,42,42,42,47,39,32,30,21
53308075,3,3,2,0,0,0,6,7,8
53361905,7,2,0,0,0,0,0,0,0
53376613,0,0,2,5,5,4,0,0,0
53381139,6,6,3,0,0,0,4,0,0
53388870,16,26,23,12,8,6,6,8,6
53411006,2,2,3,0,0,0,6,5,6
53431586,0,0,3,15,18,18,0,0,0
53445291,0,2,1,9,7,3,0,0,0
53445762,1,2,1,0,0,0,3,4,1
53458440,4,0,0,0,0,0,0,0,0
53462691,0,0,0,4,2,4,0,0,0
53465239,0,0,0,5,3,3,0,0,0
53471821,2,2,3,0,0,0,6,5,6
53492636,0,0,4,0,0,0,5,4,5
53495095,2,2,3,0,0,0,7,7,8
53547066,0,0,0,4,2,4,0,0,0
53554021,2,2,3,2,3,1,3,1,1
53577581,0,0,0,4,1,3,0,0,0
53580849,8,6,8,4,3,4,0,0,0
53583267,2,2,0,0,0,0,0,0,0
53586382,49,50,62,14,16,12,52,56,56
53591066,4,3,0,0,0,0,0,0,0
53592129,0,0,0,6,4,5,0,0,0
53593869,0,0,0,7,10,5,0,0,0
53598491,2,2,4,6,5,3,0,0,0
53600275,4,4,4,3,2,4,4,4,0
53600883,0,0,0,10,15,9,0,0,0
53602178,34,33,41,202,208,198,30,31,24
53606343,3,4,4,7,4,4,2,4,2
53607220,0,2,2,3,2,5,0,0,0
53607239,3,3,1,0,0,0,1,1,2
53607451,0,0,0,5,2,3,0,0,0
53608585,4,4,3,2,0,2,3,0,5
53609068,0,2,2,0,0,0,0,1,1
53626078,0,0,0,20,20,20,0,0,0
53626361,9,6,8,17,18,18,0,0,0
53629697,3,5,5,8,7,8,0,0,0
53639725,0,0,0,6,2,1,0,0,0
53640211,0,0,0,4,2,3,0,0,0
53643559,13,15,16,37,38,29,15,18,17
53702942,6,0,0,12,11,14,0,0,3
53707308,3,4,1,0,0,0,3,4,2
53707917,3,5,8,0,0,0,11,5,6
53709174,6,8,8,9,8,8,8,4,5
53712805,8,2,7,0,0,0,8,7,2
53712890,13,12,15,17,22,18,7,7,2
53713736,1,2,1,1,5,5,0,0,0
53714178,2,0,0,9,11,6,0,0,0
53715014,0,0,0,0,0,0,0,3,3
53716631,0,0,0,14,18,13,0,3,1
53716694,29,29,28,0,0,0,23,30,23
53718327,6,9,7,0,0,0,9,9,4
53724637,12,16,18,30,35,29,20,19,11
53726750,34,28,27,58,58,54,12,19,15
53728759,5,6,6,0,0,0,2,0,0
53730492,14,12,13,0,0,0,7,12,8
53731367,0,0,0,17,15,14,0,0,0
53732742,7,9,9,10,11,9,9,9,9
53736712,0,0,0,0,5,4,0,0,0
53737631,2,6,2,0,0,0,1,0,0
53739018,0,1,0,4,3,4,2,2,2
53743046,5,3,9,0,5,4,4,3,5
53749957,0,0,0,14,13,9,0,0,0
53752179,0,0,0,6,8,7,2,1,0
53757484,6,6,3,0,0,0,4,0,0
53785538,0,0,0,3,5,2,0,0,0
53788849,17,24,26,30,21,19,26,14,14
53791561,2,2,3,0,0,0,6,5,6
53794247,6,8,7,0,0,0,5,6,6
53800483,0,0,0,16,13,9,0,0,0
53800602,0,0,0,4,2,3,0,0,0
53805304,0,2,0,14,17,15,0,0,0
53808713,0,3,0,0,0,0,3,6,4
53817838,17,15,16,0,0,0,14,15,15
53818371,0,0,0,0,0,0,2,1,0
53818921,0,0,0,5,7,4,0,0,0
53819628,12,17,18,20,20,17,12,12,7
53820697,13,8,11,0,0,0,9,6,9
53822642,22,24,23,26,18,19,26,27,21
53823073,1,3,5,0,0,0,4,3,3
53824165,0,1,0,0,0,0,2,0,0
53824633,4,5,3,13,11,6,6,7,7
53827627,0,0,5,4,0,0,0,3,0
53828278,0,2,2,0,0,0,3,3,2
53829680,0,0,0,7,0,0,0,0,0
53831424,0,9,6,1,0,0,11,6,6
53837568,2,5,4,7,8,10,0,0,0
53837660,21,23,22,50,43,45,23,26,25
53839259,0,0,0,3,1,1,2,2,2
53841398,2,1,0,6,6,5,0,0,0
53843981,4,5,4,0,0,0,7,4,4
53844126,0,0,0,2,0,0,0,0,0
53844786,3,3,2,0,1,1,3,7,4
53849581,3,3,1,15,14,18,0,0,0
53850598,5,4,2,9,7,6,0,4,0
53852076,8,7,6,0,0,0,5,6,6
53854391,0,0,0,18,16,16,0,0,0
53856935,0,0,0,9,15,10,0,0,0
53856939,5,12,7,0,0,0,16,10,5
53859711,21,15,14,21,19,14,25,28,17
53861739,11,11,12,0,0,0,7,12,7
53862709,20,18,22,8,10,9,16,18,17
53863017,6,9,7,0,0,0,1,4,4
53868791,0,0,0,7,8,8,0,2,0
53874892,0,0,0,0,0,0,0,2,0
53877700,0,1,0,7,3,2,0,0,0
53887406,0,4,0,0,0,0,4,3,0
53896118,0,0,0,0,0,0,3,0,0
53906925,2,2,3,0,0,0,6,5,6
53909496,1,0,1,0,3,0,0,0,0
53914169,1,0,0,6,9,7,0,0,0
53931632,0,0,0,10,8,8,0,4,5
53943329,2,5,6,11,5,3,0,0,0
53954937,11,8,12,0,0,0,8,6,9
53957349,9,11,10,0,0,0,8,6,10
53964806,9,9,6,0,0,0,5,1,0
53967196,4,2,4,0,0,0,4,5,6
53972386,0,2,0,0,0,0,0,0,0
53974073,0,3,1,1,1,3,0,3,0
53974684,12,11,15,7,14,11,18,16,17
53977459,70,70,66,101,97,102,39,45,43
53989012,7,3,3,8,4,5,0,0,0
54005868,3,1,1,13,13,11,0,0,0
54013324,14,11,11,0,0,0,15,19,19
54023874,7,8,4,7,4,6,13,12,14
54028884,8,8,10,0,0,0,0,0,0
54032512,0,3,0,0,6,5,8,6,4
54036013,19,18,20,24,29,29,23,22,18
54054176,8,9,8,0,0,0,12,13,15
54056636,6,9,9,0,0,0,14,14,18
54056736,5,2,2,0,0,0,5,5,6
54057290,0,1,5,0,0,0,0,1,2
54060680,2,4,3,0,0,0,0,2,2
54062048,7,11,9,0,0,0,2,0,0
54081487,4,0,0,0,0,0,5,3,6
54091513,19,12,18,27,25,19,9,9,2
54093862,3,0,0,0,0,0,0,0,0
54094154,4,2,5,2,0,1,1,1,0
54116192,0,0,0,7,7,7,0,0,0
54125396,2,2,0,0,0,0,0,0,0
54130618,11,10,8,0,0,0,4,9,9
54132898,6,7,4,0,0,3,3,1,2
54139955,35,32,40,53,58,52,20,29,23
54142365,41,47,60,77,63,63,32,31,35
54150983,0,0,0,4,5,3,0,0,0
54151333,6,2,2,0,0,0,5,5,6
54159053,9,11,10,0,0,0,8,6,10
54168307,1,2,0,11,9,7,1,2,2
54169939,0,0,0,8,7,8,0,0,0
54177838,3,3,1,8,12,11,0,0,0
54178696,10,8,6,1,3,2,11,11,3
54181029,0,0,0,23,20,19,0,0,4
54181584,8,9,6,1,1,0,9,10,1
54184451,1,0,0,7,4,3,0,3,0
54191813,5,3,4,0,0,0,4,5,4
54194390,0,0,0,5,5,3,0,0,0
54197646,0,0,2,3,5,4,1,2,2
54201287,4,5,3,5,3,4,6,1,7
54203018,4,4,3,2,3,2,6,3,5
54212869,2,2,3,0,0,0,6,5,6
54212962,7,5,3,5,5,5,9,9,8
54248719,0,0,0,2,1,2,1,5,3
54251833,0,1,0,3,5,3,0,0,0
54258662,0,0,0,6,6,4,0,0,0
54282303,0,0,0,4,3,4,0,0,0
54285985,0,0,0,14,15,15,7,9,7
54294803,0,0,0,0,2,0,0,0,0
54306173,0,0,0,4,6,5,0,1,1
54309187,3,2,3,0,0,0,0,0,0
54312602,5,6,5,7,8,7,0,0,0
54342902,20,20,23,0,1,0,17,17,15
54345745,3,5,7,0,0,0,5,0,1
54361945,95,96,100,7,5,3,100,89,74
54375462,44,41,43,30,26,31,34,36,28
54389423,4,3,5,0,0,0,4,4,4
54397680,2,2,3,0,0,0,6,5,6
54414107,0,0,0,7,6,2,0,0,0
54438047,6,6,3,2,0,1,3,0,3
54443373,2,2,3,0,0,0,6,5,6
54445962,7,7,6,8,8,5,0,0,0
54446041,5,6,8,6,5,3,8,8,2
54446471,35,36,38,51,47,48,49,47,31
54452909,6,6,6,0,0,0,0,0,0
54457320,0,0,0,4,6,5,0,1,1
54465018,2,3,3,0,0,0,4,4,5
54471733,0,0,0,12,8,10,0,0,0
54489546,4,4,3,2,0,2,3,0,5
54493400,0,0,0,2,2,1,0,0,0
54494151,0,0,0,0,0,0,1,3,2
54497078,0,0,0,0,0,0,1,0,2
54497649,0,0,0,0,0,0,0,5,0
54501509,3,3,2,0,0,0,3,3,2
54508783,0,0,0,6,7,5,0,0,0
54517278,3,0,3,4,2,0,3,2,3
54519093,24,30,24,0,0,0,24,21,11
54520227,8,7,8,0,0,0,11,5,1
54523510,8,8,8,7,8,5,8,7,7
54525601,5,3,4,5,4,6,2,2,3
54530953,3,4,3,9,7,8,4,4,4
54538769,5,3,0,0,0,0,0,0,3
54541144,0,0,0,10,11,11,0,0,0
54544767,3,5,3,1,2,2,6,4,6
54544810,3,2,3,0,0,0,0,0,0
54546913,0,0,0,1,0,4,0,0,0
54547311,11,9,8,0,0,0,8,9,10
54547745,0,0,0,9,6,5,0,0,0
54548418,0,0,0,0,2,0,0,0,0
54551518,0,2,0,11,14,12,0,0,0
54551521,0,0,0,0,0,3,0,0,0
54556969,8,11,11,13,16,11,9,11,1
54558254,3,0,0,0,0,0,0,2,0
54558255,34,34,28,18,17,11,39,37,40
54561373,2,3,2,0,0,0,0,0,0
54561883,10,11,12,78,92,79,0,0,2
54562397,21,22,23,0,0,0,20,26,18
54562623,3,0,0,10,6,4,0,0,0
54568639,14,16,17,38,37,40,3,0,0
54569041,9,11,9,28,26,24,9,5,8
54573797,0,0,2,0,0,1,0,0,0
54583498,2,3,2,11,8,9,0,0,0
54589912,0,2,2,3,2,5,0,0,0
54640150,0,0,0,36,41,47,4,6,6
54643075,3,2,2,23,19,21,0,2,0
54644066,0,0,0,4,6,6,1,3,4
54647019,1,2,1,0,0,0,5,2,0
54652988,2,2,3,0,0,0,6,5,6
54669512,6,7,7,8,9,7,2,0,1
54672574,5,6,3,10,10,8,7,5,4
54674419,1,1,1,14,13,13,0,0,0
54688251,0,2,0,0,0,0,1,2,1
54690680,5,3,5,12,14,15,2,0,0
54702637,2,4,3,0,0,0,0,0,0
54707429,3,3,4,4,3,3,0,0,0
54718164,6,12,12,12,11,15,0,0,0
54718577,3,4,4,7,10,5,2,1,0
54720212,4,5,5,0,0,0,5,2,0
54722109,13,14,11,0,0,0,22,9,14
54727870,0,0,0,2,0,0,0,0,0
54760437,3,2,2,0,0,0,1,3,6
54766993,0,7,7,0,0,0,3,0,3
54772873,0,0,0,12,16,15,0,2,1
54778675,4,3,5,0,0,0,7,4,4
54789106,9,9,11,83,83,74,10,8,4
54795906,5,2,2,0,0,0,5,5,6
54798290,15,16,21,0,1,0,11,16,15
54827871,4,9,8,10,8,9,3,5,0
54829892,2,1,0,0,0,0,0,0,0
54852289,7,9,9,4,0,0,6,5,4
54862253,3,1,3,0,0,0,3,2,3
54869360,8,4,4,0,0,0,2,2,4
54870610,9,8,8,0,0,0,8,8,10
54877596,0,0,0,12,12,11,0,0,0
54880819,13,10,7,1,0,0,8,12,6
54884463,27,22,24,0,0,0,13,19,14
54890238,6,4,3,0,0,0,5,5,4
54892134,6,7,4,0,0,3,3,1,2
54892854,6,2,2,0,0,0,5,0,0
54893618,1,3,3,0,0,0,3,1,2
54894732,1,0,3,13,17,15,0,0,3
54897505,4,5,2,0,0,0,2,0,2
54899437,0,0,2,8,9,8,0,0,0
54909055,2,2,0,20,18,18,8,6,8
54910050,2,2,3,0,0,0,6,5,6
54910262,0,0,0,0,0,0,0,1,3
54916716,3,2,4,0,0,0,0,0,0
54918177,45,39,35,0,0,0,28,31,21
54918431,3,3,3,7,0,2,4,3,2
54920114,33,37,38,0,0,0,45,51,36
54921391,2,7,8,0,0,0,4,3,2
54924776,16,13,13,0,0,0,11,11,9
54925585,5,8,2,0,0,0,5,6,5
54926244,13,12,11,0,0,0,12,8,3
54927897,0,0,0,0,2,0,0,0,0
54931904,0,2,3,25,35,32,2,0,1
54935292,0,0,0,0,0,0,4,5,8
54937346,5,8,8,0,0,2,8,5,9
54941812,5,2,3,0,0,0,2,2,3
55004337,8,9,6,1,1,0,9,10,1
55019065,2,4,3,0,1,0,1,2,2
55023377,12,8,9,0,0,0,13,13,15
55023705,2,2,3,0,0,0,6,5,6
55026564,0,0,0,7,6,2,0,0,0
55043521,0,0,0,15,14,11,0,3,0
55045775,6,4,5,13,18,14,2,3,2
55052706,5,2,2,0,0,0,5,5,6
55054810,2,2,3,8,6,9,1,0,0
55061060,22,13,14,12,13,14,26,27,27
55065338,2,1,2,11,11,14,0,0,0
55068831,2,3,0,0,0,0,0,0,0
55070425,17,17,20,0,0,0,12,19,11
55080599,2,0,6,2,0,2,1,3,1
55118584,2,2,0,16,11,13,5,6,0
55120484,0,0,0,3,1,0,3,2,2
55121778,0,1,2,0,0,0,2,0,0
55123832,0,0,0,6,6,5,0,0,0
55136554,2,2,3,0,0,0,6,5,6
55182519,0,0,1,7,8,10,2,0,3
55189072,3,2,3,0,0,0,0,0,0
55196122,0,0,0,9,7,12,0,0,0
55197860,2,2,1,9,8,8,7,8,6
55202336,16,14,16,0,0,0,24,25,16
55212582,0,0,0,13,13,11,2,2,1
55213934,4,7,7,0,0,0,3,4,5
55223750,0,0,0,15,16,13,0,0,0
55264813,8,7,6,0,0,0,3,0,0
55270768,6,6,3,0,0,0,4,0,0
55273551,16,18,28,32,31,27,15,17,16
55280191,1,2,1,0,0,0,0,0,0
55283957,0,0,0,9,5,5,3,4,4
55292233,8,7,10,0,0,0,10,8,11
55309142,4,0,0,0,0,0,0,0,0
55310678,3,2,2,0,0,0,1,3,6
55311655,2,2,3,0,0,0,6,5,6
55313211,10,7,6,36,26,21,0,0,0
55317541,0,0,0,4,4,6,0,0,0
55346194,30,26,21,17,18,12,33,28,26
55372515,2,2,3,0,0,0,6,5,6
55377739,0,0,0,11,8,9,7,12,9
55394461,5,3,4,1,0,0,2,2,3
55424384,0,0,0,0,0,0,6,6,6
55442647,4,1,2,1,1,0,0,0,3
55444162,4,2,4,0,0,0,4,3,0
55461324,6,7,9,3,2,6,5,7,7
55462013,17,15,20,2,0,1,1,2,1
55470595,0,0,0,6,6,4,0,0,0
55487335,0,0,0,5,4,1,0,0,0
55488588,0,0,0,0,0,0,5,8,4
55489204,0,0,0,6,6,0,0,0,0
55494282,10,10,10,19,10,12,18,18,7
55497421,21,18,19,0,0,0,24,13,17
55498843,3,1,2,4,6,5,23,23,20
55501956,3,3,4,0,0,0,4,5,5
55504532,15,15,18,0,0,0,12,7,5
55505403,0,0,0,5,2,5,0,0,0
55505649,3,1,3,0,0,0,2,2,3
55518465,16,18,15,0,0,0,12,15,13
55519835,0,3,2,20,21,16,1,2,0
55520997,5,7,5,1,1,2,5,0,0
55522766,2,2,3,0,0,0,7,7,8
55525973,0,0,0,0,0,0,0,3,0
55528438,8,5,7,0,0,0,12,8,16
55529526,30,31,32,5,9,8,37,44,36
55529658,15,12,13,6,3,0,18,19,18
55532002,19,14,19,0,0,0,19,20,16
55533015,1,5,6,0,3,1,0,2,2
55534907,9,10,5,0,0,0,10,13,10
55541273,0,0,1,0,0,0,3,3,1
55543333,41,47,54,81,65,64,34,34,33
55546725,4,4,5,5,6,8,14,12,14
55560368,5,4,3,8,7,8,4,6,3
55573394,5,5,6,0,0,0,0,0,0
55581200,6,6,3,0,0,0,4,0,0
55648095,0,0,0,5,2,4,0,0,0
55658071,0,0,0,1,4,1,0,0,0
55674214,3,2,3,0,0,0,0,0,0
55682739,0,0,0,9,8,15,0,0,0
55714130,6,4,3,3,5,2,4,2,0
55726321,8,7,4,1,0,0,4,4,0
55730894,3,2,1,0,0,0,2,0,0
55738644,5,5,5,8,10,7,14,5,7
55739853,0,0,0,5,3,7,0,0,0
55744389,4,3,3,0,0,0,2,3,4
55782181,6,0,0,0,0,0,4,3,4
55790691,3,4,5,0,0,0,3,4,2
55806441,3,4,4,54,52,53,10,8,14
55816901,4,1,2,17,14,15,4,0,5
55828212,0,8,0,0,10,11,7,5,6
55838498,0,0,0,8,7,8,0,0,0
55854381,0,0,0,8,9,7,0,0,0
55899360,0,0,0,3,0,0,0,0,0
55916126,6,4,4,4,6,8,0,0,0
55942972,0,2,3,10,16,12,0,0,0
55950508,8,4,7,0,0,0,5,7,5
55953212,32,32,28,0,0,0,33,18,24
55962530,12,10,8,0,0,0,9,11,9
55969096,6,9,9,0,0,0,7,7,5
55971901,0,0,0,5,0,0,0,0,0
55974282,8,9,6,0,0,0,12,11,9
55976732,6,2,2,0,0,0,6,6,6
55983337,25,18,24,35,30,27,15,16,8
55984017,0,2,2,3,2,5,0,0,0
55987675,0,0,0,8,8,7,0,0,0
55990154,0,0,0,5,8,7,0,0,3
56000046,0,0,0,15,14,11,0,3,0
56000262,14,14,13,5,9,8,12,13,0
56002051,4,4,6,0,0,0,3,1,3
56003467,5,2,2,0,0,0,1,1,3
56004558,0,0,0,11,10,12,8,6,9
56007705,0,0,0,10,14,16,0,1,0
56017264,0,0,0,0,2,0,0,0,0
56018726,2,2,3,0,0,0,6,5,6
56025285,0,0,0,14,12,15,6,3,5
56035352,0,0,0,6,4,2,0,0,0
56037641,41,40,44,0,0,0,19,18,21
56039311,2,1,2,15,14,17,0,0,0
56040554,4,3,3,0,0,0,3,0,5
56041694,3,6,5,4,4,2,2,4,2
56043654,20,22,24,4,3,2,23,19,20
56053821,13,10,8,0,0,0,11,11,9
56053833,32,31,31,0,0,0,19,15,17
56055416,16,18,17,20,26,19,9,14,10
56065849,3,2,2,0,0,0,1,3,8
56069133,21,20,26,4,9,6,8,15,14
56069134,0,0,0,0,0,0,3,0,5
56072140,0,0,0,1,6,1,0,0,0
56076444,8,2,2,5,3,5,4,6,6
56076521,8,8,9,10,7,10,0,0,0
56090661,0,0,0,0,1,2,0,0,0
56093950,3,1,0,9,16,7,3,4,5
56106808,4,4,2,0,0,0,2,2,3
56107656,11,8,11,6,6,4,11,14,13
56109778,16,15,15,5,5,4,13,10,12
56120244,0,0,0,43,46,48,0,0,0
56131075,6,7,8,13,12,7,0,3,2
56131182,0,0,0,17,26,20,0,0,0
56137811,7,8,6,55,48,40,0,0,0
56143180,5,3,3,7,7,4,9,3,7
56148523,5,6,5,0,0,0,5,5,7
56163013,0,0,0,0,0,0,14,15,3
56163342,0,2,1,0,0,0,0,0,0
56171588,0,0,0,2,9,9,3,5,2
56171939,0,0,0,13,12,10,0,0,0
56172170,0,0,0,2,5,2,3,0,3
56179640,3,7,4,0,0,0,6,5,5
56186315,20,14,17,0,2,2,15,20,15
56195307,0,0,6,0,0,0,0,0,0
56195477,10,10,8,0,0,0,8,11,8
56199737,9,4,7,0,0,0,12,10,15
56199844,0,0,3,1,0,0,0,2,3
56204008,2,2,3,0,0,0,6,5,6
56215621,10,10,11,7,6,9,0,0,0
56236083,0,0,0,7,3,7,0,0,0
56249244,0,0,0,3,2,3,0,0,0
56263791,4,2,4,12,12,13,4,4,4
56270297,0,0,3,0,0,0,0,0,1
56276091,2,1,2,11,11,14,0,0,0
56296788,0,0,0,6,6,4,0,0,0
56302028,6,4,4,7,7,6,3,6,3
56329760,3,3,4,0,0,0,9,9,7
56331916,2,2,3,0,0,0,6,5,6
56332816,40,39,34,120,116,117,35,36,35
56335797,2,1,3,6,7,6,0,0,0
56348636,2,2,2,7,4,5,0,0,0
56357089,0,0,0,9,9,9,0,8,7
56366728,14,12,10,39,36,36,15,11,12
56368815,20,19,12,27,18,16,13,13,0
56371764,0,0,0,2,1,0,0,0,0
56374733,1,0,1,0,0,0,0,0,2
56375032,6,7,7,0,0,0,6,6,5
56375407,0,0,0,0,0,0,0,1,2
56375807,0,0,3,0,0,0,2,0,0
56380416,0,0,0,0,0,0,1,2,0
56392217,0,0,0,7,8,8,0,7,7
56393038,14,10,10,20,16,17,17,17,9
56414440,0,0,0,0,0,0,2,4,2
56424593,0,0,0,0,4,0,0,0,0
56428754,0,0,0,4,0,4,3,0,0
56431345,6,6,7,7,6,7,6,7,7
56432794,8,5,5,0,0,0,2,1,3
56434338,6,8,7,0,0,0,13,10,12
56435055,3,4,6,0,0,0,7,5,6
56435565,8,2,6,0,0,0,2,2,1
56438756,5,4,7,4,8,6,5,5,5
56448314,2,2,3,0,0,0,6,5,6
56454508,1,2,1,0,0,0,3,4,1
56463874,0,0,0,10,14,12,0,0,0
56469614,7,13,6,0,0,0,12,11,9
56475580,2,3,1,0,0,0,1,0,1
56495244,2,0,3,0,0,0,2,2,0
56544527,13,15,16,0,0,0,10,14,8
56557977,5,7,5,0,0,0,0,12,7
56570991,0,0,0,7,0,0,0,0,0
56573604,0,0,3,1,0,0,0,2,3
56577705,17,14,16,0,0,0,12,11,12
56581053,0,0,0,3,3,4,0,0,0
56581658,2,2,1,0,0,0,4,1,1
56591677,4,0,6,0,0,0,0,0,0
56598169,0,0,0,28,26,23,0,0,0
56601604,0,0,0,9,6,7,0,0,0
56606988,0,0,1,9,10,12,0,0,0
56610477,4,2,5,16,19,20,7,5,8
56619488,0,0,0,0,0,0,11,12,10
56665266,0,0,0,31,35,27,5,3,3
56665966,0,0,0,7,5,4,0,0,0
56682340,0,0,0,7,3,4,0,0,0
56683185,0,0,0,5,1,3,0,0,0
56689328,2,2,3,0,0,0,6,5,6
56694758,0,0,0,0,0,0,0,3,0
56713160,6,4,3,0,0,0,0,0,0
56715199,4,7,6,10,9,9,3,2,4
56723076,0,0,0,15,12,8,0,0,0
56726719,2,3,2,0,0,0,0,1,0
56727435,6,6,5,7,4,2,6,7,3
56735007,4,3,5,0,0,0,4,4,4
56736516,0,3,0,0,0,0,0,0,0
56738928,37,42,43,32,36,33,33,37,35
56740485,18,20,16,0,0,0,14,16,15
56757236,3,4,4,0,1,0,3,5,2
56771324,1,0,2,2,1,3,1,1,2
