,H1-PelletTriflic-Fl-R1,H1-PelletTriflic-Fl-R2,H1-PelletTriflic-Fl-R3,H1-SonicSupTriflic-V2-R1,H1-SonicSupTriflic-V2-R2,H1-SonicSupTriflic-V2-R3,H1-wholetriflic-R1,H1-wholetriflic-R2,H1-wholetriflic-R3
63969118,3,0,0,0,0,0,0,4,4
63971739,2,2,3,0,0,0,6,5,6
63972026,6,7,7,0,0,0,0,3,0
63974364,3,3,4,0,0,0,2,2,5
63982399,6,4,6,0,2,2,3,6,4
63983982,5,3,5,0,0,0,3,6,2
63986036,18,15,10,5,2,4,15,17,16
63987657,30,44,32,57,52,55,27,28,20
63987668,6,6,0,0,0,0,12,10,11
63992084,0,2,2,6,6,4,3,8,5
63992202,5,4,3,2,4,1,5,2,2
63995453,6,3,5,0,0,0,1,5,4
63996097,5,3,4,0,0,0,1,4,4
63998974,22,24,22,0,2,0,17,21,23
64002256,0,0,0,0,2,0,0,0,0
64002975,4,4,4,8,6,7,5,5,5
64008614,0,0,4,0,0,0,5,0,5
64011729,1,0,1,1,5,0,0,0,0
64011964,2,0,3,0,5,4,2,3,3
64012447,0,0,0,6,0,5,0,0,0
64015366,2,2,3,0,0,0,6,5,6
64021749,27,30,30,6,8,6,23,27,23
64022423,7,6,8,16,12,12,6,7,8
64024486,0,0,0,5,0,0,0,0,0
64025387,0,0,0,4,7,5,9,4,3
64028947,5,3,6,0,0,0,4,5,6
64032711,4,4,6,7,8,8,3,5,3
64034734,7,6,7,0,0,0,1,3,5
64034844,0,0,0,4,3,3,0,0,0
64035485,2,2,3,0,0,0,6,5,6
64036920,2,2,3,0,0,0,6,5,6
64037691,20,22,21,0,2,0,15,19,16
64038160,13,23,21,0,0,0,20,13,15
64039277,3,2,3,0,0,0,0,0,0
64042494,8,5,6,11,5,4,1,3,2
64044074,2,2,3,0,0,0,6,5,6
64049692,4,3,4,3,1,1,6,7,8
64051774,0,0,0,8,13,7,0,0,0
64052265,2,0,2,0,1,0,0,0,0
64052761,15,19,15,0,0,0,9,11,8
64056867,0,0,0,0,0,0,0,0,2
64059197,0,0,0,13,6,6,0,2,6
64062122,41,31,28,0,0,0,30,18,14
64062153,12,14,15,0,0,0,0,0,0
64064479,6,11,11,17,21,21,5,5,3
64067489,2,2,3,0,0,0,6,5,6
64070550,62,67,57,263,240,218,52,48,39
64070800,3,2,3,0,0,0,0,0,0
64074363,75,75,73,115,111,112,41,49,47
64077669,1,3,2,2,3,3,2,3,4
64078191,17,19,17,0,2,0,12,16,16
64080829,9,6,9,20,17,20,9,6,9
64080943,14,14,14,0,0,1,16,18,14
64081157,0,0,0,0,0,0,3,4,2
64082058,5,0,6,0,0,0,0,0,0
64084511,11,8,4,0,0,0,8,11,9
64089135,5,8,6,0,0,0,6,6,0
64092326,2,2,3,0,0,0,6,5,6
64099224,2,2,3,0,0,0,6,5,6
64102714,6,2,3,0,0,0,2,0,0
64104650,55,51,53,11,14,16,54,46,45
64109059,17,16,21,6,2,0,23,26,24
64109206,7,6,8,0,0,0,0,3,0
64112182,2,2,3,0,0,0,6,5,6
64115139,23,25,22,0,2,0,19,22,21
64120253,0,0,3,1,0,0,0,2,3
64122877,19,20,19,0,2,0,12,17,16
64123377,0,0,0,5,2,4,0,0,0
64128095,0,0,0,20,22,17,2,4,2
64131820,0,2,3,57,45,48,14,7,0
64133206,0,0,0,10,8,12,0,1,1
64137042,20,20,17,0,0,0,13,18,13
64141716,2,2,3,0,0,0,6,5,6
64144968,2,2,3,0,0,0,6,5,6
64151427,0,0,0,0,0,0,0,3,4
64154911,24,28,30,8,8,9,23,32,22
64157379,0,0,0,8,8,7,0,0,0
64161220,11,8,4,0,0,0,8,8,6
64161933,11,8,4,0,0,0,8,8,6
64163466,11,16,13,11,14,13,12,12,13
64163763,0,2,2,4,7,5,5,9,5
64164012,87,96,75,42,53,53,59,65,61
64165839,0,0,0,8,7,6,0,0,0
64166940,5,5,8,24,24,27,8,5,9
64167439,2,4,5,0,0,0,0,4,3
64167744,4,3,6,2,0,2,7,4,2
64169080,2,3,4,8,7,9,4,3,3
64175476,4,4,3,0,0,0,4,3,7
64178029,3,0,0,0,0,0,0,3,1
64180384,30,29,25,0,0,0,24,23,16
64183894,2,2,3,0,0,0,6,5,6
64187972,11,8,4,0,0,0,8,8,6
64193205,9,14,0,0,0,0,11,11,8
64195026,0,0,0,9,2,6,0,0,0
64195887,0,4,8,0,0,3,2,3,4
64196510,21,22,17,0,0,0,30,21,13
64203852,11,8,4,0,0,0,8,8,6
64207525,1,5,3,0,0,0,3,1,2
64208798,9,11,11,0,0,2,15,9,13
64209681,2,2,3,0,0,0,6,5,6
64211477,10,13,16,4,4,5,16,17,15
64213282,2,2,3,0,0,0,6,5,6
64217941,2,3,3,4,4,3,0,0,0
64224058,4,3,2,0,0,0,5,6,3
64224898,42,61,46,66,57,54,50,53,39
64227139,45,42,41,64,65,68,24,29,24
64233100,0,0,4,0,0,0,0,0,0
64234249,10,10,11,4,0,3,9,5,2
64235491,32,34,28,52,56,54,21,13,15
64236211,25,28,28,14,19,19,13,6,8
64237734,2,2,3,0,0,0,6,5,6
64238594,8,9,10,0,0,0,15,13,16
64239927,27,28,25,0,2,0,21,27,21
64242163,12,12,14,0,0,0,21,18,22
64246766,17,21,21,26,20,17,19,18,5
64252568,81,83,85,0,0,0,26,29,28
64254112,23,18,17,22,20,13,17,15,12
64258591,2,2,3,0,0,0,6,5,6
64262728,4,6,3,0,0,0,4,8,7
64263459,23,21,17,0,0,0,25,26,22
64268561,0,3,2,0,0,0,2,2,3
64271401,10,9,8,0,0,1,9,8,6
64272473,0,2,2,15,14,20,0,0,0
64274074,2,2,3,0,0,0,6,5,6
64278797,0,1,0,2,1,1,1,1,3
64282062,11,5,8,5,9,7,8,7,6
64285467,15,13,16,35,33,28,14,13,14
64293510,0,0,2,5,9,6,3,3,2
64296083,9,8,11,6,5,7,10,10,7
64301995,2,0,0,0,0,0,5,4,0
64309036,17,27,20,33,28,32,19,20,12
64310300,8,8,7,0,0,0,12,8,12
64310648,16,17,14,0,0,0,10,14,13
64311089,0,0,3,0,0,0,5,0,0
64312859,2,5,5,0,0,0,2,2,0
64313488,2,2,3,0,0,0,6,5,6
64314704,14,11,11,16,17,16,10,12,9
64315927,0,0,0,0,0,0,5,0,0
64316850,0,2,1,5,9,6,8,8,10
64318612,11,8,4,0,0,0,8,8,6
64320533,4,8,5,0,0,0,8,7,7
64323639,0,2,2,4,7,5,5,9,5
64327323,56,60,54,53,51,41,54,57,45
64328934,2,2,3,0,0,0,6,5,6
64331237,16,13,12,0,0,0,17,13,17
64331295,10,8,10,4,4,5,6,5,7
64341014,10,0,0,0,0,0,0,0,0
64342743,0,0,0,6,4,4,0,0,0
64345048,2,2,3,0,0,0,6,5,6
64345486,0,0,0,0,0,0,0,3,0
64346580,2,2,3,0,0,0,6,5,6
64347496,0,0,3,1,0,0,0,2,3
64348119,10,6,10,5,0,9,4,3,4
64348533,16,13,17,0,0,0,13,8,0
64355956,2,2,3,0,0,0,6,5,6
64356673,0,0,0,2,0,0,0,0,0
64356688,2,2,3,0,0,0,6,5,6
64356875,5,4,2,5,2,2,4,4,1
64357305,0,0,3,1,0,0,0,2,3
64358118,3,0,0,0,0,0,4,0,0
64359591,0,0,0,0,0,0,3,5,0
64359784,2,2,0,16,11,13,6,6,0
64360880,0,0,0,9,12,12,0,0,0
64362864,5,6,8,28,30,34,9,6,10
64363232,6,6,11,30,36,36,10,6,10
64364248,0,1,0,9,8,11,0,0,0
64365119,25,23,16,17,14,16,8,12,0
64365466,16,15,16,8,3,0,2,0,0
64365817,0,0,0,0,0,0,5,5,0
64366546,0,0,0,6,7,5,0,0,0
64370187,10,7,7,0,0,0,3,6,4
64376861,7,8,7,9,10,16,4,6,3
64380879,21,24,21,56,53,57,18,17,17
64380885,66,55,66,123,124,133,54,66,47
64381315,5,5,8,24,24,27,8,5,9
64384742,28,21,26,60,54,48,16,18,14
64385598,0,0,0,0,0,2,0,0,0
64386032,0,3,5,7,6,0,0,0,0
64390471,2,2,3,0,0,0,0,0,0
64390477,19,21,21,7,5,2,26,26,19
64392447,11,7,7,3,2,4,9,7,7
64395588,13,17,15,0,0,0,10,12,7
64396107,3,0,0,0,0,0,3,2,0
64406170,3,2,3,0,0,0,0,0,0
64407476,3,2,3,0,0,0,0,0,0
64409142,11,8,4,0,0,0,8,8,6
64410556,2,2,3,0,0,0,6,5,6
64411246,4,5,8,5,2,5,6,4,2
64411266,0,0,0,0,0,0,0,0,2
64411896,4,3,1,0,0,0,3,2,5
64412215,9,8,2,0,0,0,2,4,2
64415040,5,10,13,17,17,14,4,10,3
64415826,8,11,7,0,0,0,5,8,7
64417219,7,5,4,7,4,5,8,8,6
64417395,1,2,0,11,9,7,1,2,2
64420003,23,22,24,19,17,18,14,13,12
64423697,0,0,0,0,0,0,0,0,2
64423982,19,20,12,5,7,5,9,9,11
64424621,41,37,31,4,0,0,28,31,26
64425710,0,0,0,6,0,0,0,0,0
64428670,4,3,7,46,42,43,36,27,8
64429601,2,2,3,0,0,0,6,5,6
64433161,0,0,0,0,0,0,0,0,2
64438400,1,2,3,2,2,2,4,2,3
64441432,3,4,0,0,0,0,0,0,0
64444479,2,0,0,0,0,0,0,0,0
64444948,2,2,3,0,0,0,6,5,6
64453607,2,2,3,0,0,0,6,5,6
64454055,0,0,0,0,5,0,0,0,0
64454618,8,1,3,0,0,0,9,4,7
64455282,0,0,0,2,5,5,0,0,0
64455320,0,0,0,4,6,5,0,1,1
64455875,20,18,23,1,0,0,23,22,29
64467565,7,14,9,0,1,1,8,11,10
64472721,0,0,0,0,2,0,0,0,0
64473889,0,0,0,4,6,5,0,1,1
64474835,0,7,0,0,0,0,0,0,0
64479173,0,2,2,4,4,3,2,2,2
64480403,0,0,0,0,0,0,3,0,0
64481667,6,9,9,0,0,0,3,3,3
64482961,0,0,0,0,0,0,0,0,2
64484606,2,2,3,0,0,0,6,5,6
64492951,2,1,4,0,0,0,0,4,1
64495498,11,8,4,0,0,0,8,8,6
64496837,16,17,14,0,0,0,9,12,8
64497740,11,13,12,26,29,35,27,22,21
64498175,0,0,0,6,7,7,0,0,3
64498848,4,4,4,0,0,0,0,0,0
64498996,0,0,0,8,8,10,0,1,1
64499957,8,6,6,0,0,0,0,0,0
64500874,6,0,8,14,21,19,6,7,3
64503554,35,31,40,2,5,4,24,21,20
64504211,0,3,2,0,0,0,3,3,3
64504814,0,0,0,5,4,4,0,0,0
64506172,3,4,6,0,0,0,3,0,1
64506750,0,0,0,5,5,5,0,0,3
64511620,6,6,5,2,3,2,8,7,6
64513701,20,22,22,37,30,34,17,13,11
64519517,6,4,4,9,11,10,3,5,5
64519561,4,4,4,0,0,0,0,0,0
64520103,0,0,0,6,4,5,0,0,0
64522896,11,12,13,4,0,3,15,9,9
64522941,24,27,24,0,3,0,20,23,19
64528286,53,43,53,96,98,102,45,52,41
64531624,0,0,0,0,0,0,1,0,2
64532907,14,16,13,30,33,33,14,12,11
64538191,39,50,40,53,42,46,43,45,32
64541123,44,39,36,4,0,0,36,42,32
64541475,0,0,9,0,0,0,9,8,7
64546443,33,33,33,52,37,38,18,27,21
64549605,10,5,7,4,2,0,12,18,12
64552296,2,2,3,0,0,0,6,5,6
64555097,15,17,20,0,0,2,23,17,12
64557045,0,0,0,4,6,3,0,0,0
64557328,2,2,3,0,0,0,6,5,6
64561138,23,21,28,22,28,31,24,17,15
64572991,13,9,12,0,0,0,7,9,10
64573114,0,0,2,8,13,9,3,4,2
64585856,42,35,46,0,0,0,49,38,47
64590369,13,10,7,1,0,0,8,12,6
64596146,0,7,0,0,0,0,0,0,0
64602115,0,0,0,0,4,0,0,0,0
64602626,2,2,3,0,0,0,6,5,6
64602958,0,0,0,0,0,0,0,3,4
64603538,43,34,45,21,25,27,33,36,31
64613629,0,0,4,0,0,0,5,0,3
64615908,17,19,17,0,2,0,12,15,11
64621067,0,0,4,0,3,0,0,0,0
64624567,0,0,0,9,11,13,4,4,3
64626931,8,9,6,7,4,5,10,8,7
64629788,51,70,75,110,96,86,47,46,47
64629942,0,0,0,5,6,3,0,0,0
64634500,2,2,3,0,0,0,0,0,0
64635417,0,0,0,12,11,15,0,0,0
64637460,0,0,0,4,2,6,0,0,0
64644022,2,2,3,0,0,0,6,5,6
64645997,0,0,0,0,2,0,0,0,0
64649298,0,0,0,0,5,0,0,0,0
64649372,0,0,2,22,20,22,6,7,4
64649656,10,3,3,0,0,0,3,5,3
64657538,7,7,6,2,0,0,7,7,8
64663625,13,11,14,1,6,5,11,15,11
64667308,5,5,3,3,1,2,4,0,0
64667783,17,19,17,0,2,0,12,15,11
64670389,0,0,0,2,2,3,0,0,2
64678708,0,0,0,2,0,0,0,0,0
64678855,4,3,3,0,0,0,2,3,4
64678915,0,0,0,0,0,0,4,5,0
64680963,2,2,3,0,0,0,6,5,6
64681757,6,6,6,0,0,0,8,6,6
64681965,0,0,0,7,8,8,6,11,7
64684871,9,7,8,0,0,0,4,3,2
64685028,0,0,3,3,0,0,0,3,3
64691971,33,25,27,0,0,0,37,35,38
64694136,3,5,0,0,0,0,5,10,6
64697440,4,4,2,0,0,0,4,2,5
64697549,0,0,0,12,9,13,0,0,0
64698196,0,0,0,0,0,0,0,6,0
64699482,0,2,4,0,0,0,1,0,0
64703224,0,0,0,13,13,15,0,1,1
64705640,5,0,0,0,0,0,5,0,0
64709512,2,3,0,0,0,0,4,8,4
64709852,11,22,17,8,7,7,15,20,15
64720301,2,1,0,0,0,3,0,0,2
64722367,24,22,25,4,2,3,21,23,14
64727930,2,2,2,2,0,0,2,2,3
64730140,20,13,18,0,0,0,15,13,11
64733872,3,2,6,9,7,6,17,15,7
64735529,2,5,5,7,7,7,12,5,5
64735892,1,2,3,1,2,1,2,2,2
64742627,2,0,3,0,5,4,2,3,2
64743015,0,0,0,0,0,1,1,3,0
64743418,60,62,53,262,248,215,47,45,38
64744508,20,22,20,0,2,0,15,18,15
64746940,2,2,3,0,0,0,6,5,6
64749154,0,3,2,0,0,0,0,4,2
64753270,4,4,5,0,6,0,7,6,4
64757985,6,7,0,0,0,0,10,10,8
64759516,0,0,3,0,0,0,7,0,0
64760152,14,9,16,2,3,2,10,13,10
64762038,31,37,34,0,0,0,28,13,14
64765798,0,0,0,6,3,7,0,0,0
64769057,4,4,3,0,0,0,4,3,7
64773906,2,2,3,0,0,0,6,5,6
64778158,8,10,9,0,0,0,10,6,6
64779951,0,3,2,0,0,0,0,4,2
64780190,4,0,3,0,0,0,0,0,0
64780867,0,2,2,3,2,5,0,0,0
64783339,2,2,3,0,0,0,6,5,6
64785198,1,0,1,0,0,0,0,0,2
64788472,13,8,12,0,0,0,7,9,10
64795891,0,0,0,2,0,2,0,0,0
64796842,29,26,31,0,0,0,25,27,23
64804102,0,0,0,0,0,0,0,2,0
64806568,16,17,14,0,0,0,9,12,8
64808886,13,20,12,20,25,21,10,11,10
64813755,6,0,0,12,12,14,0,0,3
64814712,2,3,3,4,4,4,0,0,0
64820402,27,21,21,24,26,28,19,21,13
64821162,43,33,39,49,41,41,42,39,27
64824722,15,14,13,0,0,0,8,13,10
64825953,2,2,3,0,0,0,6,5,6
64826687,0,0,0,2,5,5,0,0,0
64827297,0,0,0,0,2,0,0,0,0
64828378,0,0,0,3,4,2,0,0,0
64832101,17,20,25,0,0,0,6,21,12
64832339,0,0,0,11,14,14,0,0,0
64836427,14,11,13,0,0,0,3,2,2
64837845,4,3,3,18,17,13,4,0,0
64841633,7,9,12,1,2,1,5,7,2
64841796,0,0,0,8,12,14,0,1,1
64846960,0,0,0,0,0,0,2,0,3
64848426,0,0,0,6,5,0,0,0,0
64848512,2,2,2,0,0,0,6,2,6
64853626,17,19,17,0,2,0,12,15,11
64855697,3,2,2,4,5,6,0,0,0
64856944,42,35,33,37,29,35,38,43,44
64859006,74,89,95,186,205,183,91,78,70
64861014,5,1,2,0,0,0,0,0,0
64861763,8,9,12,0,0,0,0,0,0
64861784,0,0,0,14,12,15,0,0,0
64864375,36,31,35,0,0,0,28,24,24
64864888,0,0,0,0,0,0,0,0,4
64870007,3,3,4,4,2,4,3,4,4
64872068,18,21,28,0,0,0,19,24,21
64875018,0,0,0,4,6,5,0,1,1
64878967,10,5,4,0,0,0,13,12,2
64885716,0,0,0,4,6,5,0,1,1
64892666,3,1,0,0,0,0,1,0,0
64894031,7,2,0,0,0,0,8,9,1
64895939,2,3,3,0,0,0,0,0,2
64898790,0,0,0,9,11,14,5,6,3
64901637,0,0,0,0,0,0,0,7,3
64905338,6,5,11,25,28,26,9,5,9
64907888,31,35,31,26,29,23,42,37,41
64911050,2,5,6,6,9,7,2,2,3
64911420,0,0,2,3,5,4,1,2,2
64911666,0,0,0,7,6,6,6,5,4
64913851,1,2,1,0,0,0,3,4,1
64917247,0,2,2,3,2,5,0,0,0
64920091,2,2,3,0,0,0,6,5,6
64920279,34,31,29,101,97,101,32,32,25
64923649,9,6,12,19,20,24,10,11,7
64924072,34,29,38,51,59,53,18,28,20
64925612,1,4,0,0,0,0,0,0,0
64926384,2,3,1,3,3,2,1,0,0
64929141,0,0,0,5,0,0,0,0,0
64935683,0,2,1,0,0,0,0,0,4
64937458,6,2,5,0,0,0,5,3,5
64939977,0,0,0,0,0,0,2,0,0
64940435,0,0,0,3,1,0,3,2,2
64942460,3,2,0,11,13,16,0,0,3
64952335,9,15,16,3,3,1,5,10,10
64955060,98,105,107,0,0,0,88,65,79
64955600,5,2,2,0,0,0,5,5,6
64961334,1,2,2,1,2,1,2,2,5
64962687,0,0,0,3,7,10,0,0,0
64964967,10,6,3,17,14,17,14,17,19
64973292,3,2,3,0,0,0,0,0,0
64974264,9,7,4,18,16,18,16,18,17
64976115,3,3,0,0,0,0,5,3,3
64976161,1,3,3,19,19,22,3,2,3
64978026,4,5,1,0,0,0,0,1,0
64978053,4,3,4,0,0,0,4,6,4
64982050,5,3,6,63,62,63,5,2,2
64982603,0,0,0,2,5,5,0,0,0
64983262,2,2,2,6,9,8,0,2,1
64985871,11,14,11,0,0,0,14,15,12
64990100,9,6,5,0,0,0,0,0,0
64990955,43,55,50,15,16,9,38,38,44
64991189,6,5,9,0,0,0,3,5,0
64993744,23,31,33,0,0,0,23,25,19
64995594,8,9,9,7,7,9,0,0,0
65000126,11,13,13,0,0,0,0,0,0
65018571,0,0,0,4,6,5,0,1,1
65029251,10,9,6,0,0,0,7,7,6
65031514,0,0,0,12,11,8,0,0,0
65032157,2,2,3,0,0,0,6,5,6
65032287,0,0,0,4,6,5,0,1,1
65032870,14,14,13,14,16,20,9,11,13
65043810,9,5,13,0,0,0,11,3,13
65046198,0,0,0,4,6,5,0,1,1
65048747,4,5,0,0,0,0,0,0,0
65051813,22,28,26,5,8,4,17,22,20
65060464,0,0,1,1,4,4,2,0,3
65065317,0,0,0,13,13,17,4,4,3
65066787,27,32,30,41,44,33,33,37,29
65078746,0,0,0,4,6,5,0,1,1
65081691,0,0,0,4,6,5,0,1,1
65084345,3,4,1,10,10,8,7,5,4
65087679,0,0,0,4,6,5,0,1,1
65087700,3,2,3,0,0,0,0,0,0
65089145,0,0,0,9,11,13,4,4,3
65090998,0,0,3,0,2,0,0,0,0
65091502,0,5,0,0,0,0,0,0,0
65091739,4,7,5,0,0,0,8,8,7
65093242,10,8,9,0,0,0,7,9,8
65097705,0,0,0,4,6,5,0,1,1
65099309,12,15,17,0,0,0,27,26,31
65103457,1,2,3,1,2,1,2,2,2
65104705,3,3,1,4,3,2,5,2,1
65106338,0,0,0,8,8,10,0,1,1
65108424,5,0,0,0,0,0,5,0,2
65110963,14,7,7,0,0,0,0,0,0
65116985,1,0,1,0,0,0,0,0,2
65117008,0,0,0,6,8,6,0,0,0
65128068,4,4,5,0,0,0,7,6,8
65135677,52,44,45,39,33,39,43,50,50
65135721,0,0,1,1,4,4,2,0,3
65144621,2,0,0,0,0,0,7,5,8
65147107,80,75,91,0,0,0,67,68,75
65147516,8,13,14,23,23,24,12,15,11
65155819,16,17,14,0,0,0,9,12,8
65156056,0,2,0,0,0,0,0,0,0
65156191,20,22,20,0,2,0,17,20,18
65157784,0,0,0,3,0,3,0,0,0
65158569,2,2,0,14,11,11,8,6,8
65162088,2,0,0,0,0,0,0,0,0
65162089,11,12,14,0,0,0,5,7,6
65164419,4,5,8,21,26,26,10,10,8
65176409,7,8,8,5,3,7,6,7,5
65178429,0,3,0,0,0,0,1,3,1
65178564,16,17,14,0,0,0,9,13,13
65178772,0,2,0,0,0,0,0,0,0
65180029,0,3,8,0,0,0,2,0,0
65183579,43,42,48,44,43,30,54,62,57
65186468,12,10,8,0,0,0,6,5,4
65186599,0,0,0,0,3,0,0,0,0
65192787,0,0,0,12,12,15,0,0,0
65204384,0,2,0,0,0,0,3,2,4
65212319,0,0,0,12,16,14,6,7,11
65213130,0,0,0,4,2,3,0,0,0
65213604,26,33,36,97,107,84,38,42,28
65213953,10,11,15,0,0,0,12,11,11
65217529,4,2,7,3,2,2,4,4,4
65218346,13,7,8,0,0,0,11,6,11
65218941,22,27,25,0,2,1,25,18,19
65220868,27,26,27,12,14,9,23,23,15
65221038,5,8,2,0,0,0,10,7,11
65231447,2,4,5,3,8,5,7,5,8
65235043,0,1,0,9,11,14,4,4,3
65246381,6,0,0,0,0,0,4,3,3
65256117,9,11,13,0,0,0,7,13,11
65256794,6,3,3,0,0,0,7,7,10
65258661,0,0,0,4,4,0,0,0,0
65264616,0,3,0,10,16,10,0,1,1
65271604,0,0,2,3,5,4,1,2,2
65272814,2,1,3,63,63,64,0,0,0
65277032,0,0,0,11,8,12,0,0,0
65290575,2,2,2,0,0,0,4,2,5
65295511,4,5,6,0,0,0,5,6,2
65296247,9,12,9,0,0,0,11,4,0
65305846,13,12,13,6,8,9,5,6,6
65311256,0,2,2,0,0,0,0,0,4
65312633,5,6,11,0,0,0,12,8,10
65313451,16,17,14,0,0,0,16,20,17
65317055,0,0,0,25,30,29,0,0,0
65317827,3,0,0,0,0,0,5,6,0
65322430,95,108,118,253,272,241,138,129,117
65323654,61,76,78,208,232,202,98,84,83
65325384,6,6,5,2,3,2,8,7,6
65327872,6,0,2,0,0,0,0,3,1
65329730,0,0,2,8,13,10,4,4,2
65333056,2,2,3,0,0,0,6,5,6
65334316,7,8,7,0,0,0,9,6,8
65335568,9,12,13,0,0,0,14,9,9
65336872,0,0,0,11,15,9,0,0,0
65348131,9,10,8,4,1,4,5,3,8
65349525,21,21,18,47,45,41,21,18,17
65354409,2,4,4,0,0,0,4,2,4
65355402,8,10,12,0,0,0,1,0,0
65355496,0,0,2,3,4,4,1,2,4
65362612,0,0,0,13,13,14,0,0,0
65380743,19,16,24,0,0,0,19,18,21
65381458,9,11,17,0,0,0,0,5,4
65382428,7,0,8,15,25,20,8,7,4
65383194,11,9,10,17,15,16,9,8,7
65389288,3,4,6,0,0,0,3,0,1
65390098,0,0,0,0,0,0,5,0,0
65390508,3,0,3,2,5,5,4,3,1
65390960,4,3,3,0,0,0,6,4,3
65392910,3,3,2,0,0,0,5,5,6
65395886,2,4,1,7,6,4,4,5,3
65396539,0,0,0,12,11,10,3,0,0
65396608,9,11,10,0,0,0,6,5,7
65407085,9,13,10,37,38,31,18,27,21
65407289,0,0,1,1,4,4,2,0,3
65407351,0,0,0,0,0,0,4,0,0
65408656,20,22,19,0,2,0,14,16,13
65409844,112,130,128,268,270,247,144,140,124
65409994,2,2,4,0,0,0,4,2,4
65410722,18,15,25,0,0,0,21,15,14
65411136,8,9,14,0,0,0,19,14,17
65419894,3,2,3,3,6,5,6,9,4
65420785,0,0,0,8,6,7,0,0,0
65420876,0,0,0,2,0,0,0,0,0
65421601,0,0,0,9,11,8,0,0,0
65423787,7,5,8,78,78,70,5,2,2
65424413,2,2,3,0,0,0,6,5,6
65425500,0,0,0,34,30,30,3,0,0
65428360,15,10,8,10,5,8,15,14,16
65430538,2,2,3,0,0,0,6,5,6
65432139,2,0,0,0,0,0,0,0,0
65433906,0,0,0,9,10,11,0,0,0
65441415,4,0,5,6,13,10,5,4,4
65442756,0,0,0,6,3,0,0,0,0
65445412,6,5,7,0,0,0,9,10,5
65447256,12,13,11,11,8,11,20,16,18
65448757,2,2,2,0,0,0,2,4,1
65451337,12,15,15,41,49,46,25,26,11
65451543,13,14,12,4,4,1,6,3,3
65452135,6,8,5,0,0,0,11,13,10
65453900,5,7,6,0,0,0,0,0,0
65464001,0,0,0,0,0,0,3,0,0
65465849,0,0,0,0,0,0,0,2,2
65467630,30,30,29,37,39,31,42,47,35
65468006,24,21,21,60,63,58,28,20,19
65469521,6,7,8,26,24,27,0,0,0
65472615,11,12,9,31,35,34,12,8,9
65477380,49,53,52,11,10,8,41,49,31
65483290,4,3,0,0,0,0,4,3,0
65486255,92,100,99,32,27,22,67,74,70
65488847,20,22,20,0,2,0,19,20,19
65491430,2,0,0,0,0,0,0,0,0
65494281,4,5,7,0,0,0,0,5,4
65494718,2,2,3,0,0,0,6,5,6
65503347,58,56,63,70,75,66,64,59,47
65506212,22,23,19,0,0,0,16,15,12
65508293,2,2,3,0,0,0,6,5,6
65509326,0,2,1,0,0,0,0,0,4
65509964,12,16,16,0,0,0,12,11,6
65510482,14,9,16,2,3,2,10,13,10
65510618,8,14,9,0,1,1,8,12,10
65512296,0,0,0,0,3,4,0,0,0
65516796,17,15,17,13,12,11,8,6,7
65527470,1,2,1,0,0,0,3,4,1
65528291,6,4,8,0,0,0,9,6,9
65531054,10,2,5,0,0,0,11,6,7
65542499,2,2,3,0,0,0,6,5,6
65543425,11,16,14,0,0,0,13,10,10
65543783,1,4,2,0,0,0,2,5,3
65544042,0,0,0,0,0,0,0,0,5
65547041,12,10,11,0,0,0,12,16,12
65547571,23,21,25,0,0,0,25,26,29
65550260,0,0,0,35,29,34,0,0,0
65553603,4,4,4,0,0,0,5,3,3
65553828,0,0,0,11,9,14,0,0,0
65566270,5,5,0,0,0,0,0,4,2
65566375,9,5,7,0,0,0,0,0,0
65569823,7,7,6,3,2,4,8,9,9
65570045,19,17,13,7,5,7,21,22,13
65570514,5,6,8,0,0,0,4,6,6
65575371,2,0,1,0,0,0,0,0,0
65579058,15,18,16,18,17,16,20,22,16
65582235,26,26,24,29,23,24,34,36,32
65583155,39,31,34,0,0,0,30,31,23
65583303,1,2,4,0,0,0,2,2,4
65586747,33,49,45,37,43,33,30,26,12
65589364,6,6,8,0,0,0,5,4,3
65592166,2,2,0,0,0,0,0,0,0
65592930,6,5,5,5,13,9,6,5,6
65593498,0,2,1,0,0,0,0,0,4
65594483,0,0,0,40,39,35,0,1,3
65595228,2,2,4,0,0,0,5,1,5
65596513,7,6,6,0,0,0,7,15,6
65597103,2,3,2,7,6,4,2,2,3
65601678,2,3,3,0,0,0,4,4,5
65603875,0,0,0,10,9,9,0,0,0
65605812,5,3,9,0,0,0,5,1,7
65608073,3,2,3,0,0,0,0,0,0
65610083,8,10,9,0,0,0,0,5,4
65610752,4,4,6,5,0,3,13,11,7
65611153,59,50,58,66,69,65,45,47,37
65612693,2,2,3,0,0,0,6,5,6
65618407,0,2,2,4,7,5,5,9,5
65620945,29,23,32,41,32,34,20,20,20
65622782,37,45,49,113,102,90,52,50,34
65626218,9,7,7,0,0,0,0,5,7
65627086,2,1,1,0,0,0,3,1,3
65627896,3,0,0,5,4,0,0,0,0
65631485,0,0,0,0,0,0,5,4,4
65632856,0,2,1,0,0,0,0,0,4
65635843,2,2,3,0,0,0,6,5,6
65637510,5,6,5,0,0,0,0,4,6
65640671,0,0,0,0,0,0,5,0,0
65643947,47,60,46,0,0,0,49,41,34
65644091,4,1,2,7,5,6,3,0,4
65644591,0,0,0,7,8,8,0,0,0
65646509,2,2,3,0,0,0,2,2,1
